feature,mi_score
JPX_Gold_Mini_Futures_Open_rolling_median_5,0.05667939477755635
JPX_Gold_Standard_Futures_Low,0.05664149535528207
JPX_Gold_Rolling-Spot_Futures_open_interest_lag_2_ma,0.0566153098528801
LME_ZS_Close_lag_3,0.05659406050640747
US_Stock_ALB_adj_volume_rank_in_US_Stock_volume,0.056582115299089075
JPX_Gold_Rolling-Spot_Futures_Close_min_5,0.05636409055501801
JPX_Gold_Standard_Futures_Open_rolling_median_5,0.05634616884503174
LME_PB_Close_ma_10,0.05627645501402778
JPX_Gold_Standard_Futures_Open_max_10,0.05624630304506972
JPX_Gold_Rolling-Spot_Futures_Low,0.056205163961405624
JPX_Gold_Standard_Futures_Low_lag_3,0.05615841035293556
JPX_Gold_Rolling-Spot_Futures_open_interest_min_60,0.05614228038173774
JPX_PC3,0.05614073695585464
LME_PB_Close_lag_3_ma,0.05613645477943496
JPX_Gold_Mini_Futures_Low,0.056115130062699414
US_Stock_TECK_adj_low,0.05610688578199419
LME_PB_Close_max_5,0.05605040671764172
JPX_Platinum_Standard_Futures_Low_rolling_median_5,0.0560426812981758
JPX_Platinum_Standard_Futures_Low_max_60,0.055859472736314864
LME_ZS_Close_max_20,0.05566752881257564
JPX_Platinum_Mini_Futures_Close_min_5,0.055547972787980626
JPX_Gold_Rolling-Spot_Futures_Low_min_60,0.055484806389462626
JPX_Gold_Rolling-Spot_Futures_Close_lag_3,0.05543601265815923
JPX_Gold_Standard_Futures_Close_lag_1,0.05542155896154277
JPX_Platinum_Mini_Futures_Close_rolling_median_20,0.05532951989790291
JPX_Gold_Rolling-Spot_Futures_High_lag_2,0.05528247334337255
JPX_Gold_Mini_Futures_Close_lag_1,0.055114146985189905
LME_CA_Close_rolling_median_5,0.055002756208107684
JPX_Gold_Standard_Futures_Close_volatility_20,0.05494652039787873
JPX_Platinum_Mini_Futures_Open_max_60,0.05493893422524465
JPX_Gold_Rolling-Spot_Futures_Close_lag_1,0.05491616424945622
JPX_Gold_Rolling-Spot_Futures_Close_max_60,0.054906501479874414
LME_ZS_Close_lag_2,0.0548778121986917
JPX_Gold_Rolling-Spot_Futures_Low_lag_3,0.05486185346925598
JPX_Platinum_Standard_Futures_Close_volatility_20,0.05479020381144384
JPX_Platinum_Standard_Futures_Low_lag_5,0.054685551567865254
JPX_Platinum_Mini_Futures_Low_max_60,0.054675609842892214
JPX_Gold_Standard_Futures_High_lag_5,0.054624230132358065
JPX_Gold_Rolling-Spot_Futures_open_interest_lag_3_ma,0.05458267346536072
JPX_Platinum_Mini_Futures_Low,0.054580564098070994
LME_CA_Close_lag_4,0.054469728431999265
JPX_Gold_Mini_Futures_High_lag_5,0.05446435289826734
US_Stock_FCX_adj_high,0.05442766096149487
JPX_Gold_Mini_Futures_Open_lag_2,0.05434572879999067
LME_CA_Close_lag_2_ma,0.054286823830413944
LME_mean,0.054246116998664995
JPX_Platinum_Mini_Futures_High_lag_5,0.054221246935657774
JPX_Gold_Standard_Futures_Low_rolling_median_20,0.05417975802185904
LME_ZS_Close_lag_4_ma,0.05404987977671105
JPX_Gold_Mini_Futures_Low_lag_2,0.05400378576164844
JPX_Gold_Rolling-Spot_Futures_Low_rolling_median_20,0.054001674070981664
JPX_Gold_Mini_Futures_Open_lag_7,0.05393485633404982
JPX_Gold_Mini_Futures_Low_rolling_median_20,0.053838040945636045
JPX_Gold_Standard_Futures_Open_lag_1,0.053415960400543305
FX_PC2,0.053409027113581864
JPX_Gold_Mini_Futures_Close_min_60,0.05339006767717436
JPX_Gold_Standard_Futures_Close_max_60,0.053253038425264076
JPX_Gold_Mini_Futures_Open_max_5,0.05318863918238126
JPX_Platinum_Standard_Futures_Open_lag_4,0.053087108698483654
JPX_Platinum_Standard_Futures_High_lag_5_ma,0.053072568062536796
JPX_Gold_Rolling-Spot_Futures_Open_lag_1,0.05306726122967387
JPX_Gold_Mini_Futures_High_lag_1,0.05304019466457088
JPX_Gold_Mini_Futures_Open_lag_1,0.05296522428019479
